date,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,hd_10,hd_100,windgusts_10m,Target
2017/1/2 0:00,28.5,85,24.5,1.44,1.26,2.548180708,2.827433388,1.4,0.1635
2017/1/2 1:00,28.4,86,24.7,2.06,3.99,2.635447171,2.757620218,4.4,0.1424
2017/1/2 2:00,26.8,91,24.5,1.3,2.78,2.583087293,2.617993878,3.2,0.1214
2017/1/2 3:00,27.4,88,24.3,1.3,2.69,1.012290966,1.832595715,1.6,0.1003
2017/1/2 4:00,27.3,88,24.1,2.47,4.43,1.012290966,1.466076572,4,0.0793
2017/1/2 5:00,27.6,90,25.2,2.73,5.59,1.151917306,1.396263402,4.5,0.0778
2017/1/2 6:00,26.7,92,24.9,2.1,5.82,1.134464014,1.361356817,4.7,0.0959
2017/1/2 7:00,28.4,91,26.1,3.1,6.24,1.204277184,1.361356817,4.8,0.1141
2017/1/2 8:00,30.2,88,27,3.54,6.89,1.291543646,1.413716694,5.8,0.1322
2017/1/2 9:00,34,82,29.1,3.44,6.01,1.431169987,1.500983157,6.5,0.1503
2017/1/2 10:00,35.6,73,27.7,3.71,5.32,1.623156204,1.658062789,8,0.1684
2017/1/2 11:00,36.2,69,27,3.22,4.65,1.692969374,1.727875959,8.1,0.1866
2017/1/2 12:00,36.2,71,27.6,3.22,4.55,1.692969374,1.727875959,7.5,0.2066
2017/1/2 13:00,35.9,73,28.2,2.7,3.92,1.605702912,1.675516082,7.3,0.2286
2017/1/2 14:00,36.2,75,28.9,3.31,4.81,1.623156204,1.640609497,7,0.2506
2017/1/2 15:00,35.4,80,29.8,2.8,4.82,1.605702912,1.658062789,7.1,0.2726
2017/1/2 16:00,32.3,90,29.8,2.5,5.53,1.570796327,1.675516082,5.4,0.2945
2017/1/2 17:00,32.8,92,30.8,2.7,6.07,1.570796327,1.727875959,4.6,0.3165
2017/1/2 18:00,34.9,90,32.3,2.75,5.81,1.396263402,1.623156204,5.1,0.3162
2017/1/2 19:00,35.7,92,33.8,2.45,5.79,1.780235837,1.884955592,5.6,0.2936
2017/1/2 20:00,35.7,94,34.1,1.27,3.11,0.785398163,1.466076572,4.5,0.271
2017/1/2 21:00,35.5,95,34.1,2.69,5.35,1.832595715,1.8675023,4.9,0.2484
2017/1/2 22:00,35.7,95,34.3,3.51,6.91,1.919862177,1.954768762,6.6,0.2257
2017/1/2 23:00,36,95,34.8,2.94,6.15,1.745329252,1.954768762,6.8,0.2031
2017/1/3 0:00,36.1,96,35.1,2.94,5.6,1.256637061,1.605702912,5.5,0.1805
2017/1/3 1:00,36.6,97,35.8,2.82,5.77,1.972222055,2.059488517,6.1,0.1579
2017/1/3 2:00,36.6,99,36.2,1.39,3.39,1.93731547,2.35619449,5.2,0.1353
2017/1/3 3:00,36.6,99,36.4,1.61,2.42,0.523598776,1.448623279,3,0.1127
2017/1/3 4:00,36.3,100,36.2,1.17,1.63,0.34906585,0.750491578,3.1,0.0901
2017/1/3 5:00,36.5,100,36.4,1.8,2.82,0.977384381,1.169370599,2.9,0.0858
2017/1/3 6:00,35.9,100,35.8,1.68,3.86,1.274090354,1.396263402,4.3,0.0998
2017/1/3 7:00,36.3,100,36.2,1.8,3.45,0.977384381,1.396263402,3.6,0.1138
2017/1/3 8:00,36.6,100,36.5,2.51,4.62,1.064650844,1.256637061,4.5,0.1278
2017/1/3 9:00,37.4,99,37.2,2.5,4.9,0.925024504,1.221730476,4.8,0.1418
2017/1/3 10:00,37.9,99,37.6,2.02,4.2,0.994837674,1.134464014,4.3,0.1558
2017/1/3 11:00,38.5,98,38,1.53,2.65,1.378810109,1.378810109,4.2,0.1698
2017/1/3 12:00,38.8,97,38.1,1.13,1.58,0.785398163,0.959931089,3.5,0.1839
2017/1/3 13:00,39,97,38.2,1.04,1.49,0.296705973,0.34906585,2.8,0.1979
2017/1/3 14:00,38.7,99,38.4,1.41,2.2,5.497787144,5.602506899,2.7,0.2119
2017/1/3 15:00,38.4,100,38.3,1.78,3.41,5.619960191,5.724679947,3.1,0.2259
2017/1/3 16:00,38,100,37.9,2.58,4.88,5.340707511,5.532693729,4.5,0.2399
2017/1/3 17:00,37.2,99,37,3.16,5.73,5.323254219,5.462880559,5.8,0.2539
2017/1/3 18:00,36.4,99,36.2,2.13,4.53,5.567600314,5.742133239,6.2,0.2909
2017/1/3 19:00,36.2,99,36,3.31,5.52,5.148721293,5.270894341,6.1,0.3508
2017/1/3 20:00,35.7,99,35.5,3.32,5.46,5.078908123,5.166174586,6.8,0.4107
2017/1/3 21:00,35.4,100,35.3,3.57,5.7,5.026548246,5.096361416,6.9,0.4706
2017/1/3 22:00,35,99,34.8,4.85,8.14,4.852015321,4.904375198,9.2,0.5306
2017/1/3 23:00,34,97,33.2,5.87,10.41,4.956735076,4.991641661,11.7,0.5905
2017/1/4 0:00,33.7,95,32.3,4.84,8.32,5.026548246,5.061454831,12.1,0.6504
2017/1/4 1:00,32.6,95,31.2,5.95,10.11,4.852015321,4.869468613,11.7,0.7103
2017/1/4 2:00,32.3,93,30.6,5.85,9.93,4.852015321,4.869468613,12,0.7702
2017/1/4 3:00,31.9,91,29.4,7.26,11.81,4.834562028,4.852015321,14.2,0.8301
2017/1/4 4:00,28.7,88,25.5,7.41,11.93,4.747295565,4.78220215,14.9,0.89
2017/1/4 5:00,25.9,78,20,7.6,12.3,4.677482395,4.71238898,15,0.9207
2017/1/4 6:00,25.4,77,19.3,8.33,13.42,4.625122518,4.660029103,16.5,0.9221
2017/1/4 7:00,21.9,71,13.9,7.92,12.81,4.64257581,4.677482395,16.9,0.9235
2017/1/4 8:00,19.2,62,8.4,8.71,13.81,4.660029103,4.677482395,16.9,0.9248
2017/1/4 9:00,17.4,56,4.5,8.52,13.51,4.64257581,4.677482395,17.7,0.9262
2017/1/4 10:00,17.8,49,2,9.1,14.13,4.747295565,4.78220215,18.8,0.9276
2017/1/4 11:00,17.7,50,2,9.14,13.96,4.799655443,4.799655443,19.2,0.929
2017/1/4 12:00,17.7,48,1.5,9.1,13.81,4.729842273,4.747295565,18.7,0.9259
2017/1/4 13:00,17.1,47,0.2,9,13.9,4.71238898,4.71238898,18.6,0.9183
2017/1/4 14:00,16.1,46,-1.1,9,13.8,4.694935688,4.71238898,18.7,0.9107
2017/1/4 15:00,15.7,45,-2,8.8,13.7,4.694935688,4.71238898,18.2,0.9031
2017/1/4 16:00,14.8,49,-0.9,8.12,13.1,4.64257581,4.694935688,17.8,0.8955
2017/1/4 17:00,14.6,49,-1,8.2,13.42,4.729842273,4.764748858,17,0.8879
2017/1/4 18:00,14.1,52,-0.2,7.61,12.6,4.677482395,4.71238898,16.7,0.8775
2017/1/4 19:00,13.8,52,-0.6,7.5,12.4,4.677482395,4.71238898,16.9,0.8642
2017/1/4 20:00,13,55,-0.1,7.21,12.1,4.677482395,4.71238898,15.3,0.851
2017/1/4 21:00,12.6,55,-0.3,6.73,11.4,4.625122518,4.677482395,14.3,0.8378
2017/1/4 22:00,12.7,57,0.3,6.23,10.4,4.607669225,4.694935688,13.4,0.8246
2017/1/4 23:00,12.8,57,0.4,6.17,10.32,4.57276264,4.660029103,12.2,0.8114
2017/1/5 0:00,12.8,57,0.4,6.26,10.43,4.57276264,4.64257581,12.8,0.7982
2017/1/5 1:00,12.3,59,0.5,6.02,10.15,4.520402763,4.607669225,12.5,0.785
2017/1/5 2:00,11.5,59,0,5.67,9.63,4.555309348,4.625122518,12,0.7718
2017/1/5 3:00,11.3,58,-0.6,5.32,9.06,4.50294947,4.607669225,11.1,0.7586
2017/1/5 4:00,11.6,57,-0.8,5.29,8.96,4.450589593,4.520402763,10.6,0.7454
2017/1/5 5:00,11.6,57,-0.6,4.71,8.05,4.50294947,4.607669225,10.4,0.7322
2017/1/5 6:00,11.7,63,1.5,4.59,8.14,4.4331363,4.520402763,9.2,0.7191
2017/1/5 7:00,11.5,63,1.3,4.31,7.72,4.328416545,4.415683008,9.2,0.706
2017/1/5 8:00,12.1,61,1.3,3.92,7.28,4.380776423,4.4331363,8.7,0.693
2017/1/5 9:00,12.8,54,-0.6,5.46,8.67,4.57276264,4.590215933,11.3,0.6799
2017/1/5 10:00,13.3,53,-0.7,5.77,8.88,4.555309348,4.57276264,12.1,0.6668
2017/1/5 11:00,13.4,51,-1.3,5.61,8.63,4.520402763,4.537856055,12.2,0.6537
2017/1/5 12:00,13.4,50,-1.6,5.87,8.9,4.555309348,4.57276264,12.4,0.6569
2017/1/5 13:00,13,50,-2.1,5.85,9.07,4.57276264,4.590215933,12.4,0.6762
2017/1/5 14:00,13.1,48,-3,5.63,8.74,4.607669225,4.625122518,12.4,0.6956
2017/1/5 15:00,12.3,49,-3.5,5.45,8.76,4.590215933,4.590215933,11.8,0.715
2017/1/5 16:00,11.4,52,-2.7,4.41,7.71,4.485496178,4.537856055,11.2,0.7344
2017/1/5 17:00,10.3,55,-2.6,3.86,7.32,4.345869837,4.468042885,9,0.7537
2017/1/5 18:00,7.8,63,-2.1,4.43,8.13,4.22369679,4.345869837,7.9,0.7421
2017/1/5 19:00,6.4,65,-3,4.25,8.38,4.241150082,4.36332313,8.6,0.6993
2017/1/5 20:00,5.6,65,-3.5,4.16,8.13,4.29350996,4.4331363,8.3,0.6566
2017/1/5 21:00,4.7,67,-3.9,4.02,8.22,4.241150082,4.398229715,8.2,0.6139
2017/1/5 22:00,4,68,-4.2,3.61,7.67,4.380776423,4.50294947,7.9,0.5712
2017/1/5 23:00,2.7,71,-4.6,3.09,7.32,4.276056667,4.468042885,7.1,0.5284
2017/1/6 0:00,1.8,71,-5.3,3.13,7.62,4.241150082,4.415683008,6,0.4857
2017/1/6 1:00,1.3,72,-5.7,3.1,7.69,4.345869837,4.485496178,6.1,0.443
2017/1/6 2:00,0.7,71,-6.4,2.92,7.57,4.328416545,4.50294947,5.9,0.4003
2017/1/6 3:00,0.6,71,-6.6,3.01,7.71,4.345869837,4.485496178,5.7,0.3575
2017/1/6 4:00,0.4,71,-6.7,3.05,7.69,4.310963252,4.485496178,5.8,0.3148
2017/1/6 5:00,0,72,-7,2.91,7.57,4.241150082,4.450589593,5.7,0.2969
2017/1/6 6:00,0.9,73,-5.7,3.38,7.58,4.118977035,4.310963252,5.7,0.3038
2017/1/6 7:00,0.2,76,-5.7,3.22,7.78,4.258603375,4.398229715,6,0.3107
2017/1/6 8:00,1.6,76,-4.2,3.26,7.41,4.398229715,4.537856055,6.1,0.3177
2017/1/6 9:00,5.9,67,-2.6,3.58,6.39,4.310963252,4.415683008,7.3,0.3246
2017/1/6 10:00,8.9,59,-2.3,4.61,6.87,4.485496178,4.485496178,9.4,0.3315
2017/1/6 11:00,10.5,53,-3.3,4.34,6.36,4.57276264,4.57276264,9.8,0.3384
2017/1/6 12:00,11.4,50,-3.8,4.3,6.31,4.694935688,4.660029103,9.5,0.3349
2017/1/6 13:00,12.1,49,-3.6,4.2,6.31,4.660029103,4.64257581,9.6,0.3211
2017/1/6 14:00,12.3,48,-3.5,4,6.3,4.694935688,4.677482395,9.3,0.3072
2017/1/6 15:00,11.8,50,-3.1,3.41,5.9,4.660029103,4.677482395,8.8,0.2934
2017/1/6 16:00,9.1,60,-1.9,1.97,5.24,4.29350996,4.485496178,7.1,0.2795
2017/1/6 17:00,5.7,65,-3.5,2.26,6.26,3.926990817,4.206243497,3.9,0.2657
2017/1/6 18:00,5.2,67,-3.4,2.84,7.11,4.031710572,4.22369679,4,0.2634
2017/1/6 19:00,6.9,59,-4.3,3.68,6.95,3.961897402,4.188790205,5.9,0.2727
2017/1/6 20:00,7,57,-5.1,3.72,7.16,4.08407045,4.241150082,6.1,0.282
2017/1/6 21:00,7.2,55,-5.6,3.68,7.11,4.328416545,4.468042885,6,0.2913
2017/1/6 22:00,7,55,-5.7,3.68,6.96,4.328416545,4.50294947,5.9,0.3006
2017/1/6 23:00,6.6,58,-5,4.07,7.62,4.276056667,4.415683008,6.7,0.3098
2017/1/7 0:00,6.3,63,-3.8,3.98,7.47,4.398229715,4.50294947,6.9,0.3191
2017/1/7 1:00,5.8,66,-3.2,3.83,7.32,4.450589593,4.537856055,6.7,0.3284
2017/1/7 2:00,5.2,68,-3,3.67,6.87,4.520402763,4.57276264,6.6,0.3377
2017/1/7 3:00,5,69,-2.9,3.32,6.4,4.4331363,4.537856055,6.1,0.347
2017/1/7 4:00,4.8,71,-2.4,3.2,6.15,4.468042885,4.590215933,5.5,0.3563
2017/1/7 5:00,4.6,75,-1.7,3.2,6.08,4.36332313,4.555309348,5.2,0.3896
2017/1/7 6:00,3.3,81,-1.3,3.04,6.99,4.241150082,4.415683008,5.2,0.4468
2017/1/7 7:00,3.7,82,-0.6,3.74,7.04,4.118977035,4.310963252,6.2,0.504
2017/1/7 8:00,5.5,78,0.1,3.7,6.89,4.049163865,4.22369679,6.8,0.5612
2017/1/7 9:00,9.5,66,0.3,4.17,6.22,4.188790205,4.22369679,8.4,0.6185
2017/1/7 10:00,11.9,50,-3.2,4.71,6.73,4.50294947,4.520402763,10.2,0.6757
2017/1/7 11:00,12.5,45,-4.8,5.15,7.37,4.57276264,4.57276264,11,0.7329
2017/1/7 12:00,13.2,43,-5.1,5.46,7.99,4.57276264,4.555309348,11.8,0.7461
2017/1/7 13:00,13.8,42,-5,5.71,8.34,4.520402763,4.537856055,12.2,0.7152
2017/1/7 14:00,13.6,42,-5.1,5.67,8.39,4.555309348,4.57276264,12.3,0.6842
2017/1/7 15:00,13.4,43,-5,5.64,8.64,4.590215933,4.625122518,11.9,0.6533
2017/1/7 16:00,13,46,-4,4.96,8.36,4.555309348,4.590215933,11.6,0.6223
2017/1/7 17:00,12.8,51,-1.9,4.83,8.11,4.607669225,4.677482395,9.9,0.5914
2017/1/7 18:00,10.3,60,-0.8,4.75,8.62,4.57276264,4.64257581,10.6,0.5923
2017/1/7 19:00,10.3,58,-1.7,5.3,9.34,4.747295565,4.817108736,10.1,0.625
2017/1/7 20:00,9.4,61,-1.4,5.82,10.1,4.799655443,4.852015321,11.3,0.6577
2017/1/7 21:00,8.7,68,0.5,5.7,10.03,4.694935688,4.799655443,11.3,0.6904
2017/1/7 22:00,9,70,1.3,5.72,10.1,4.799655443,4.904375198,11.6,0.7231
2017/1/7 23:00,9.3,66,0.3,5.73,9.93,4.921828491,5.044001538,11.2,0.7558
2017/1/8 0:00,9.2,65,-0.3,5.82,10.23,4.991641661,5.096361416,11.2,0.7885
2017/1/8 1:00,8.8,65,-0.4,6.36,11.02,5.044001538,5.131268001,12.4,0.8212
2017/1/8 2:00,8.6,67,-0.1,5.85,10.18,5.009094953,5.113814708,12.4,0.8539
2017/1/8 3:00,8.4,70,0.7,5.79,9.95,5.026548246,5.096361416,11.4,0.8866
2017/1/8 4:00,8.3,72,1,5.54,9.68,5.009094953,5.113814708,11.1,0.9193
2017/1/8 5:00,8.2,72,1,5.35,9.39,5.078908123,5.183627878,10.8,0.9096
2017/1/8 6:00,8.8,69,0.6,5.85,10.2,5.288347634,5.358160804,10.3,0.8574
2017/1/8 7:00,8.5,64,-1.2,5.66,9.78,5.340707511,5.427973974,11.6,0.8053
2017/1/8 8:00,9.1,59,-2.3,5.48,9.4,5.375614096,5.497787144,11.1,0.7531
2017/1/8 9:00,11,48,-5,6.52,9.95,5.567600314,5.602506899,13.6,0.701
2017/1/8 10:00,12.5,45,-4.8,5.66,8.35,5.497787144,5.532693729,13.4,0.6488
2017/1/8 11:00,14.4,42,-4.7,5.31,7.57,5.462880559,5.480333851,12,0.5967
2017/1/8 12:00,15.5,42,-3.5,4.66,6.58,5.323254219,5.340707511,11.6,0.5449
2017/1/8 13:00,16.3,44,-1.7,4.38,6.17,5.183627878,5.183627878,10.5,0.4934
2017/1/8 14:00,17.4,44,-1.1,4.31,6.28,5.096361416,5.096361416,10,0.4418
2017/1/8 15:00,17.6,42,-1.5,3.88,5.75,4.921828491,4.939281783,9.6,0.3903
2017/1/8 16:00,16.5,47,-0.1,2.77,4.62,4.485496178,4.625122518,8,0.3388
2017/1/8 17:00,15.2,51,0.2,2.86,5.13,3.769911184,4.136430327,4.8,0.2873
2017/1/8 18:00,10,60,-1.1,2.58,6.4,3.769911184,4.031710572,5.2,0.2871
2017/1/8 19:00,11.4,55,-1.6,3.55,6.72,3.700098014,3.892084232,6.2,0.3381
2017/1/8 20:00,11.4,55,-1.6,3.55,6.68,3.700098014,3.822271062,6.4,0.3892
2017/1/8 21:00,12,54,-1.6,3.54,6.46,3.647738137,3.752457892,6.5,0.4402
2017/1/8 22:00,12.6,52,-1.6,3.64,6.66,3.508111797,3.630284844,6.9,0.4913
2017/1/8 23:00,12.9,51,-2.1,3.79,7.28,3.351032164,3.420845334,7.2,0.5423
2017/1/9 0:00,13,51,-1.9,3.91,7.91,3.368485456,3.455751919,7.9,0.5934
2017/1/9 1:00,13.4,52,-1.1,4.22,8.38,3.385938749,3.490658504,8.4,0.6444
2017/1/9 2:00,13.8,54,0.4,4.22,9.22,3.228859116,3.403392041,8.5,0.6955
2017/1/9 3:00,14.2,58,2.2,4.34,10.29,3.281218994,3.420845334,7.8,0.7465
2017/1/9 4:00,14.9,57,2.4,4.2,9.05,3.351032164,3.420845334,8.9,0.7976
2017/1/9 5:00,14.9,59,3.1,4.06,8.86,3.316125579,3.420845334,7.8,0.8088
2017/1/9 6:00,15.6,63,5.3,5.02,11.35,3.368485456,3.455751919,8.7,0.7802
2017/1/9 7:00,16.5,60,4.9,5.91,10.58,3.630284844,3.682644722,12.9,0.7516
2017/1/9 8:00,17.7,57,5,4.74,8.77,3.455751919,3.560471674,11.8,0.723
2017/1/9 9:00,19.7,51,4.3,5.55,8.72,3.595378259,3.630284844,11.2,0.6944
2017/1/9 10:00,22.9,45,4.9,5.69,8.52,3.735004599,3.769911184,12.2,0.6657
2017/1/9 11:00,25.2,44,6.4,5.25,7.79,3.839724354,3.874630939,12,0.6371
2017/1/9 12:00,26.8,45,8.1,5.33,7.68,4.118977035,4.101523742,11.5,0.5933
2017/1/9 13:00,27.7,44,8.6,4.66,6.8,4.101523742,4.136430327,11.5,0.5341
2017/1/9 14:00,28.3,44,9.2,4.55,6.74,4.136430327,4.15388362,10.2,0.475
2017/1/9 15:00,28.2,46,10.2,4.44,6.85,4.08407045,4.118977035,9.6,0.4159
2017/1/9 16:00,26.7,51,11.1,2.3,4.74,3.735004599,3.909537524,8.9,0.3568
2017/1/9 17:00,24.4,57,11.4,2.4,4.96,3.176499239,3.473205211,4.1,0.2977
2017/1/9 18:00,23.3,65,13.2,3.11,6.43,3.211405824,3.351032164,4.8,0.2976
2017/1/9 19:00,24,61,12.4,3.5,6.53,3.106686069,3.228859116,6.8,0.3566
2017/1/9 20:00,23.6,60,11.7,3.6,6.74,3.141592654,3.246312409,6.8,0.4156
2017/1/9 21:00,23.8,58,11.1,4.13,7.5,3.019419606,3.124139361,7.9,0.4746
2017/1/9 22:00,23.7,59,11.5,3.9,7.41,3.141592654,3.193952531,7.9,0.5337
2017/1/9 23:00,24.9,61,13.2,4,7.03,3.159045946,3.246312409,7.8,0.5927
2017/1/10 0:00,25.2,65,15,4,7.01,3.124139361,3.193952531,7.8,0.6517
2017/1/10 1:00,25.2,71,17,4.43,7.72,3.036872898,3.071779484,8.5,0.7107
2017/1/10 2:00,24.9,79,19.5,4.59,8.75,2.949606436,3.036872898,8.9,0.7697
2017/1/10 3:00,25.1,85,21.3,5.32,9.38,2.932153143,3.019419606,10.4,0.8287
2017/1/10 4:00,26.1,87,22.9,4.96,8.64,2.984513021,3.054326191,10.4,0.8877
2017/1/10 5:00,26.8,88,23.8,5.56,9.65,3.001966313,3.036872898,10.9,0.9142
2017/1/10 6:00,28,88,24.9,5.87,10.06,2.984513021,3.036872898,11.8,0.9083
2017/1/10 7:00,28.6,87,25.3,5.77,9.87,2.984513021,3.019419606,11.6,0.9023
2017/1/10 8:00,29.4,87,25.8,6.03,10.22,3.036872898,3.071779484,11.9,0.8964
2017/1/10 9:00,30.4,86,26.7,4.9,11.43,2.844886681,2.984513021,11.9,0.8905
2017/1/10 10:00,31.1,89,28.2,5.25,12.63,2.827433388,3.001966313,9.5,0.8845
2017/1/10 11:00,32.1,91,29.8,5.82,13.83,2.862339973,3.001966313,10.5,0.8786
2017/1/10 12:00,33.7,90,31.2,5.6,12.99,2.809980096,2.967059728,11.1,0.8797
2017/1/10 13:00,35.7,88,32.6,7.4,12.9,3.106686069,3.141592654,15.8,0.888
2017/1/10 14:00,37.8,88,34.7,8.61,14.55,3.193952531,3.228859116,17.4,0.8962
2017/1/10 15:00,39.4,89,36.4,9.15,15.42,3.246312409,3.263765701,25.4,0.9044
2017/1/10 16:00,41.1,88,37.7,9.48,15.95,3.263765701,3.281218994,26.4,0.9127
2017/1/10 17:00,43,83,38.3,9.8,16.39,3.281218994,3.298672286,19.8,0.9209
2017/1/10 18:00,43.9,88,40.5,10.62,17.59,3.385938749,3.403392041,28.5,0.9228
2017/1/10 19:00,45.3,87,41.6,10.4,17.48,3.543018382,3.543018382,21.6,0.9183
2017/1/10 20:00,46,87,42.5,9.72,16.28,3.787364477,3.787364477,21.1,0.9138
2017/1/10 21:00,41.2,81,35.8,9.85,16.29,4.206243497,4.206243497,19.9,0.9094
2017/1/10 22:00,36.5,87,33,10.09,16.67,4.36332313,4.36332313,23.9,0.9049
2017/1/10 23:00,33.2,82,28.3,10.29,16.86,4.4331363,4.450589593,23.3,0.9005
2017/1/11 0:00,32.3,77,25.8,9.59,15.87,4.4331363,4.450589593,20.8,0.896
2017/1/11 1:00,31.4,78,25.3,9.05,15.08,4.36332313,4.380776423,19.5,0.8915
2017/1/11 2:00,29.7,74,22.5,9.11,15.07,4.415683008,4.4331363,18.7,0.8871
2017/1/11 3:00,27.5,72,19.6,8.15,13.75,4.468042885,4.485496178,18.5,0.8826
2017/1/11 4:00,24.9,74,17.9,6.87,11.96,4.4331363,4.468042885,16.4,0.8782
2017/1/11 5:00,23.1,78,17.1,6.14,11.06,4.4331363,4.450589593,13.5,0.8652
2017/1/11 6:00,24.8,79,19.2,5.7,10.56,4.328416545,4.380776423,11.9,0.8439
2017/1/11 7:00,25.6,78,19.7,4.88,9,4.22369679,4.29350996,11,0.8225
2017/1/11 8:00,26.5,77,20.3,4.03,7.5,3.94444411,4.066617157,9.2,0.8011
2017/1/11 9:00,30.2,69,21.3,3.9,6.17,3.543018382,3.612831552,8,0.7797
2017/1/11 10:00,33.4,65,22.8,4.8,7.21,3.159045946,3.193952531,9.7,0.7583
2017/1/11 11:00,34.4,64,23.4,5.63,8.78,3.246312409,3.281218994,12.1,0.7369
2017/1/11 12:00,35.5,63,24,4.71,8.1,3.071779484,3.159045946,11.6,0.7431
2017/1/11 13:00,37.1,65,26.5,3.8,9.73,3.106686069,3.228859116,9.4,0.7767
2017/1/11 14:00,39.6,61,27.1,6.11,10.75,3.403392041,3.455751919,11.8,0.8104
2017/1/11 15:00,41.5,64,30.2,6.31,11.26,3.403392041,3.455751919,12.9,0.844
2017/1/11 16:00,42,69,32.7,6.1,11.25,3.316125579,3.385938749,12.7,0.8777
2017/1/11 17:00,43.4,77,36.7,6.53,12.08,3.228859116,3.316125579,12.8,0.9113
2017/1/11 18:00,42.9,91,40.5,6.32,11.45,3.333578871,3.351032164,12.9,0.9128
2017/1/11 19:00,44.3,96,43.2,5.26,9.39,3.508111797,3.473205211,12.4,0.8823
2017/1/11 20:00,42.8,98,42.1,2.06,4.64,5.113814708,4.834562028,10,0.8517
2017/1/11 21:00,39.7,97,38.9,2.26,5.6,0.226892803,0.017453293,5.4,0.8211
2017/1/11 22:00,37.9,97,37.2,2.68,5.28,0.471238898,0.471238898,14.5,0.7906
2017/1/11 23:00,35.2,93,33.3,4.25,7.96,0.41887902,0.436332313,17.7,0.76
2017/1/12 0:00,33,96,32.1,5.48,9.78,5.916666164,6.003932627,10.7,0.7294
2017/1/12 1:00,30,92,28,5.5,8.9,6.248278722,6.283185307,11.2,0.6989
2017/1/12 2:00,28.6,92,26.5,5.1,8.24,6.091199089,6.108652382,10.8,0.6683
2017/1/12 3:00,28.2,91,25.8,3.57,6.64,6.091199089,6.178465552,9.8,0.6377
2017/1/12 4:00,28.1,90,25.6,3.16,5.92,6.091199089,6.195918845,6.7,0.6072
2017/1/12 5:00,27.8,89,25.1,3.18,5.72,6.056292504,6.195918845,6.1,0.555
2017/1/12 6:00,28.3,87,25,3.3,6.01,6.248278722,0.052359878,5.8,0.4814
2017/1/12 7:00,28.4,87,25,1.82,3.45,0.157079633,0.296705973,6.3,0.4077
2017/1/12 8:00,28.6,87,25.2,2.19,4.21,5.462880559,5.969026042,4.2,0.3341
2017/1/12 9:00,29,85,24.9,2.57,3.88,6.056292504,6.073745797,5.3,0.2604
2017/1/12 10:00,28.7,85,24.9,2.53,3.82,6.126105675,6.178465552,6.3,0.1867
2017/1/12 11:00,28.9,83,24.3,2.88,4.08,5.689773362,5.742133239,9.8,0.1131
2017/1/12 12:00,28.5,81,23.6,2.94,4.3,5.672320069,5.654866776,10.2,0.0832
2017/1/12 13:00,28,80,22.6,3.54,5.3,5.497787144,5.515240436,7.6,0.097
2017/1/12 14:00,27.2,80,21.7,3.54,5.45,5.462880559,5.462880559,8.3,0.1108
2017/1/12 15:00,26.2,80,20.8,3.02,4.88,5.305800926,5.323254219,7.7,0.1246
2017/1/12 16:00,25,82,20.4,2.65,5.07,4.904375198,4.974188368,6.6,0.1384
2017/1/12 17:00,22.8,86,19.3,3.01,6.58,4.78220215,4.869468613,5.8,0.1522
2017/1/12 18:00,23.5,83,19.2,3.73,7.01,4.57276264,4.660029103,6.6,0.177
2017/1/12 19:00,22.6,81,17.7,4.03,7.51,4.468042885,4.537856055,7.2,0.2128
2017/1/12 20:00,22.5,79,17,4.46,8.39,4.36332313,4.450589593,7.9,0.2487
2017/1/12 21:00,23.6,74,16.7,5.61,10.01,4.64257581,4.677482395,10.5,0.2845
2017/1/12 22:00,22.2,67,13,6,10.43,4.747295565,4.78220215,12.2,0.3204
2017/1/12 23:00,20,71,12,5.56,9.69,4.852015321,4.904375198,11.9,0.3562
2017/1/13 0:00,18.2,71,10.5,5.29,9.27,4.974188368,5.026548246,10.9,0.3921
2017/1/13 1:00,17.4,70,9.2,4.98,8.86,5.096361416,5.148721293,10.2,0.428
2017/1/13 2:00,16.7,69,8.4,4.44,7.83,5.113814708,5.183627878,9.5,0.4638
2017/1/13 3:00,15.2,73,8,4.03,7.2,5.113814708,5.183627878,8.2,0.4997
2017/1/13 4:00,14.3,74,7.5,3.83,6.93,5.061454831,5.183627878,7.1,0.5355
2017/1/13 5:00,13.8,75,7.2,3.64,6.75,5.078908123,5.183627878,6.5,0.5212
2017/1/13 6:00,14.5,74,7.7,2.47,5.99,4.956735076,5.166174586,6.4,0.4568
2017/1/13 7:00,11.2,78,5.7,2.35,5.15,4.921828491,5.218534463,4.3,0.3924
2017/1/13 8:00,13.9,76,7.7,1.71,5.05,5.078908123,5.305800926,3.8,0.328
2017/1/13 9:00,17.6,64,7.5,3.34,5.62,5.602506899,5.602506899,7.2,0.2635
2017/1/13 10:00,18.6,59,6.9,3.02,4.69,5.689773362,5.689773362,7.6,0.1991
2017/1/13 11:00,19.3,56,6.1,2.78,4,5.619960191,5.637413484,7,0.1347
2017/1/13 12:00,19.6,55,6,2.5,3.66,5.637413484,5.672320069,6.4,0.0956
2017/1/13 13:00,19.8,55,6.3,2.02,3.14,5.707226654,5.742133239,6.1,0.0818
2017/1/13 14:00,19.7,57,6.9,1.66,2.64,5.707226654,5.777039824,5.1,0.068
2017/1/13 15:00,19.2,60,7.7,0.94,1.97,5.724679947,5.759586532,4.3,0.0542
2017/1/13 16:00,16.1,69,7.8,1.53,2.26,6.091199089,6.056292504,2.9,0.0404
