date,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,hd_10,hd_100,windgusts_10m,Target,season
2017-02-25 23:00:00,22.0,68,13.1,4.31,7.57,4.328416545,4.50294947,9.7,0.5913,Winter
2017-02-26 00:00:00,22.7,70,14.2,4.02,7.17,4.380776423,4.57276264,8.5,0.5419,Winter
2017-02-26 01:00:00,23.0,72,15.2,4.2,7.3,4.50294947,4.677482395,7.5,0.4926,Winter
2017-02-26 02:00:00,23.2,70,15.0,3.91,6.92,4.78220215,4.904375198,8.3,0.4433,Winter
2017-02-26 03:00:00,22.9,67,13.4,3.61,6.41,4.660029103,4.78220215,7.7,0.394,Winter
2017-02-26 04:00:00,21.5,72,13.9,3.72,6.77,4.29350996,4.485496178,6.9,0.3447,Winter
2017-02-26 05:00:00,21.1,69,12.5,3.85,7.21,4.22369679,4.380776423,7.4,0.3493,Winter
2017-02-26 06:00:00,21.2,72,13.5,3.77,7.04,4.15388362,4.310963252,7.4,0.4079,Winter
2017-02-26 07:00:00,22.5,70,14.3,3.25,6.74,3.926990817,4.15388362,7.1,0.4665,Winter
2017-02-26 08:00:00,26.4,60,14.4,3.89,5.98,3.979350695,4.049163865,8.4,0.5252,Winter
2017-02-26 09:00:00,29.8,48,12.6,4.92,7.16,4.049163865,4.08407045,10.7,0.5838,Winter
2017-02-26 10:00:00,31.9,44,12.3,5.3,7.78,3.94444411,3.961897402,11.8,0.6424,Winter
2017-02-26 11:00:00,34.8,41,13.6,5.82,8.38,3.752457892,3.769911184,12.8,0.701,Winter
2017-02-26 12:00:00,36.8,40,14.7,6.41,9.35,3.735004599,3.752457892,13.9,0.7355,Winter
2017-02-26 13:00:00,38.4,39,15.3,7.18,10.54,3.752457892,3.752457892,15.1,0.7458,Winter
2017-02-26 14:00:00,38.3,41,16.7,7.24,10.85,3.717551307,3.717551307,15.2,0.7561,Winter
2017-02-26 15:00:00,38.7,41,17.2,8.43,12.95,3.979350695,3.961897402,16.7,0.7664,Winter
2017-02-26 16:00:00,37.7,45,18.2,6.27,10.37,3.735004599,3.735004599,16.9,0.7767,Winter
2017-02-26 17:00:00,36.7,46,18.1,6.29,10.97,3.94444411,3.979350695,13.1,0.787,Winter
2017-02-26 18:00:00,35.6,49,18.4,6.08,10.75,3.926990817,3.94444411,12.7,0.7755,Winter
2017-02-26 19:00:00,34.2,53,18.8,5.09,9.83,3.926990817,3.94444411,11.9,0.7421,Winter
2017-02-26 20:00:00,34.0,54,19.2,4.97,9.78,4.01425728,4.066617157,10.0,0.7087,Winter
2017-02-26 21:00:00,35.7,53,20.2,5.69,10.52,4.171336912,4.206243497,11.3,0.6754,Winter
2017-02-26 22:00:00,34.7,57,20.8,5.39,10.07,4.171336912,4.206243497,11.4,0.642,Winter
2017-02-26 23:00:00,33.9,60,21.5,5.2,10.07,4.049163865,4.118977035,10.5,0.6086,Winter
2017-02-27 00:00:00,33.5,61,21.6,5.26,10.1,4.031710572,4.08407045,10.4,0.5752,Winter
2017-02-27 01:00:00,33.8,64,23.0,5.49,10.31,4.136430327,4.188790205,10.7,0.5418,Winter
2017-02-27 02:00:00,33.7,66,23.4,5.14,9.76,4.066617157,4.136430327,10.6,0.5085,Winter
2017-02-27 03:00:00,33.6,65,23.1,4.57,8.99,4.206243497,4.258603375,9.9,0.4751,Winter
2017-02-27 04:00:00,32.2,70,23.4,3.8,7.75,4.241150082,4.36332313,8.9,0.4417,Winter
2017-02-27 05:00:00,30.9,75,23.9,3.4,7.24,4.29350996,4.398229715,7.1,0.3974,Winter
2017-02-27 06:00:00,32.5,79,26.8,2.83,5.91,4.57276264,4.660029103,6.3,0.3422,Winter
2017-02-27 07:00:00,32.6,83,27.9,2.11,4.24,4.625122518,4.852015321,5.0,0.2869,Winter
2017-02-27 08:00:00,35.0,73,27.3,1.71,2.45,4.834562028,4.921828491,4.5,0.2317,Winter
2017-02-27 09:00:00,37.8,62,26.1,1.87,2.45,4.4331363,4.50294947,5.1,0.1765,Winter
2017-02-27 10:00:00,40.6,53,24.6,3.55,4.72,4.328416545,4.345869837,8.4,0.1213,Winter
2017-02-27 11:00:00,42.1,47,23.1,3.37,4.44,4.50294947,4.468042885,8.5,0.066,Winter
2017-02-27 12:00:00,44.6,40,21.9,2.8,3.71,4.677482395,4.625122518,8.1,0.0592,Winter
2017-02-27 13:00:00,45.5,37,21.0,1.8,2.31,4.660029103,4.625122518,7.3,0.1009,Winter
2017-02-27 14:00:00,45.4,38,21.3,0.32,0.51,2.827433388,3.333578871,5.4,0.1425,Winter
2017-02-27 15:00:00,43.3,48,25.1,2.53,3.27,1.884955592,1.972222055,6.1,0.1841,Winter
2017-02-27 16:00:00,38.7,68,29.1,3.7,5.4,1.605702912,1.605702912,8.1,0.2257,Winter
2017-02-27 17:00:00,34.0,80,28.5,3.0,5.57,1.605702912,1.727875959,8.3,0.2673,Winter
2017-02-27 18:00:00,34.6,81,29.4,2.71,5.5,1.640609497,2.042035225,5.7,0.2929,Winter
2017-02-27 19:00:00,36.1,81,31.0,2.64,5.88,2.21656815,2.583087293,5.2,0.3024,Winter
2017-02-27 20:00:00,35.8,83,31.1,2.73,6.4,2.652900463,2.967059728,4.7,0.3119,Winter
2017-02-27 21:00:00,37.6,78,31.3,2.62,6.12,3.019419606,3.228859116,4.9,0.3214,Winter
2017-02-27 22:00:00,36.1,84,31.6,3.5,7.69,3.176499239,3.298672286,6.0,0.331,Winter
2017-02-27 23:00:00,36.0,88,32.8,3.31,7.43,3.228859116,3.333578871,6.4,0.3405,Winter
2017-02-28 00:00:00,35.8,91,33.4,3.37,7.5,3.351032164,3.420845334,6.3,0.35,Winter
2017-02-28 01:00:00,35.4,93,33.7,3.24,7.12,3.298672286,3.438298626,6.0,0.3595,Winter
2017-02-28 02:00:00,35.0,96,33.9,2.8,6.49,3.141592654,3.316125579,5.8,0.369,Winter
2017-02-28 03:00:00,34.0,98,33.4,2.66,6.21,2.792526803,3.071779484,5.0,0.3785,Winter
2017-02-28 04:00:00,34.3,98,33.7,3.01,6.76,2.879793266,3.001966313,5.4,0.3881,Winter
2017-02-28 05:00:00,35.2,97,34.4,2.95,6.48,2.652900463,2.844886681,5.7,0.4234,Winter
2017-02-28 06:00:00,34.9,97,34.1,3.72,7.75,2.600540585,2.722713633,6.3,0.4847,Winter
2017-02-28 07:00:00,36.9,96,35.8,3.94,7.87,2.513274123,2.670353756,7.4,0.5459,Winter
2017-02-28 08:00:00,39.3,93,37.3,3.97,8.85,2.28638132,2.548180708,7.9,0.6072,Winter
2017-02-28 09:00:00,40.1,93,38.1,4.61,9.04,2.42600766,2.565634,9.3,0.6684,Winter
2017-02-28 10:00:00,40.5,93,38.5,4.46,8.18,2.408554368,2.530727415,9.6,0.7297,Winter
2017-02-28 11:00:00,43.5,90,40.6,3.61,7.29,2.303834613,2.635447171,8.8,0.7909,Winter
2017-02-28 12:00:00,50.8,72,42.1,6.0,9.3,3.159045946,3.124139361,11.9,0.8207,Winter
2017-02-28 13:00:00,50.7,71,41.5,5.93,9.03,3.246312409,3.211405824,13.3,0.819,Winter
2017-02-28 14:00:00,53.7,69,43.7,6.42,9.49,3.455751919,3.438298626,12.2,0.8173,Winter
2017-02-28 15:00:00,56.4,67,45.6,6.31,9.48,3.647738137,3.630284844,15.2,0.8155,Winter
2017-02-28 16:00:00,53.7,78,47.2,4.34,7.81,3.403392041,3.368485456,15.0,0.8138,Winter
2017-02-28 17:00:00,50.9,87,47.1,3.65,7.1,3.298672286,3.316125579,13.8,0.8121,Winter
2017-02-28 18:00:00,48.5,91,46.1,4.0,7.55,3.193952531,3.263765701,12.5,0.811,Winter
2017-02-28 19:00:00,48.6,93,46.8,3.47,6.84,3.351032164,3.403392041,7.5,0.8104,Winter
2017-02-28 20:00:00,48.6,95,47.4,3.16,6.65,3.333578871,3.420845334,6.4,0.8099,Winter
2017-02-28 21:00:00,48.8,97,47.9,2.83,6.26,3.281218994,3.368485456,6.0,0.8094,Winter
2017-02-28 22:00:00,49.2,97,48.4,2.94,6.0,2.967059728,3.124139361,5.8,0.8088,Winter
2017-02-28 23:00:00,49.4,98,49.0,2.96,6.41,2.932153143,3.089232776,6.0,0.8083,Winter
2017-12-01 00:00:00,34.9,84,30.7,2.69,6.16,5.096361416,5.270894341,5.1,0.3871,Winter
2017-12-01 01:00:00,33.4,86,29.8,2.66,6.0,5.061454831,5.235987756,4.6,0.3364,Winter
2017-12-01 02:00:00,32.7,87,29.2,2.53,5.75,5.026548246,5.253441049,4.4,0.2858,Winter
2017-12-01 03:00:00,32.0,88,28.8,2.33,5.15,4.886921906,5.218534463,4.2,0.2351,Winter
2017-12-01 04:00:00,31.5,91,29.1,2.22,4.62,4.57276264,5.026548246,3.8,0.1844,Winter
2017-12-01 05:00:00,30.6,93,28.9,2.24,4.4,4.241150082,4.71238898,3.7,0.1503,Winter
2017-12-01 06:00:00,31.2,89,28.4,1.91,4.4,4.607669225,5.078908123,3.7,0.1329,Winter
2017-12-01 07:00:00,30.1,92,27.9,2.32,4.12,4.590215933,5.113814708,3.8,0.1154,Winter
2017-12-01 08:00:00,32.6,86,28.8,2.47,4.5,4.345869837,4.694935688,4.5,0.098,Winter
2017-12-01 09:00:00,37.0,73,29.1,1.96,3.06,4.450589593,4.520402763,4.8,0.0805,Winter
2017-12-01 10:00:00,40.2,59,26.9,2.22,3.11,4.57276264,4.607669225,5.6,0.0631,Winter
2017-12-01 11:00:00,42.0,54,26.4,1.99,2.72,4.398229715,4.415683008,5.6,0.0456,Winter
2017-12-01 12:00:00,43.5,52,27.1,2.06,2.82,4.310963252,4.310963252,5.5,0.0515,Winter
2017-12-01 13:00:00,44.3,51,27.3,2.37,3.18,4.22369679,4.22369679,5.7,0.0806,Winter
2017-12-01 14:00:00,43.9,51,27.2,2.47,3.64,4.15388362,4.15388362,5.7,0.1098,Winter
2017-12-01 15:00:00,42.5,57,28.3,1.77,3.82,3.961897402,3.961897402,5.5,0.139,Winter
2017-12-01 16:00:00,39.0,66,28.5,1.92,4.52,3.630284844,3.752457892,3.5,0.1681,Winter
2017-12-01 17:00:00,37.1,69,28.0,2.87,5.12,3.647738137,3.822271062,4.1,0.1973,Winter
2017-12-01 18:00:00,36.1,71,27.7,2.2,5.39,3.665191429,3.839724354,4.2,0.2221,Winter
2017-12-01 19:00:00,35.8,70,27.1,2.73,5.6,3.560471674,3.752457892,4.3,0.2425,Winter
2017-12-01 20:00:00,36.6,69,27.4,2.15,5.35,3.525565089,3.717551307,4.4,0.2629,Winter
2017-12-01 21:00:00,35.7,71,27.3,2.28,5.42,3.403392041,3.665191429,3.9,0.2833,Winter
2017-12-01 22:00:00,35.7,72,27.4,2.44,5.69,3.473205211,3.682644722,4.4,0.3037,Winter
2017-12-01 23:00:00,35.8,72,27.7,2.42,5.66,3.560471674,3.769911184,4.4,0.3241,Winter
2017-12-02 00:00:00,35.0,76,28.2,2.46,5.66,3.612831552,3.769911184,4.4,0.3445,Winter
2017-12-02 01:00:00,34.8,78,28.7,2.52,5.67,3.735004599,3.857177647,4.5,0.3649,Winter
2017-12-02 02:00:00,34.5,80,29.0,2.42,5.53,3.665191429,3.857177647,4.4,0.3853,Winter
2017-12-02 03:00:00,34.0,82,29.1,2.55,5.64,3.595378259,3.787364477,4.4,0.4057,Winter
2017-12-02 04:00:00,33.6,84,29.2,2.56,5.78,3.508111797,3.665191429,4.5,0.4261,Winter
2017-12-02 05:00:00,34.0,83,29.4,2.53,5.68,3.455751919,3.595378259,4.7,0.4246,Winter
2017-12-02 06:00:00,33.6,86,29.8,2.68,6.02,3.612831552,3.700098014,4.5,0.4012,Winter
2017-12-02 07:00:00,34.8,83,30.1,2.91,6.27,3.612831552,3.735004599,5.2,0.3779,Winter
2017-12-02 08:00:00,37.0,77,30.6,2.77,5.88,3.595378259,3.700098014,5.4,0.3545,Winter
2017-12-02 09:00:00,39.8,71,31.2,2.79,5.59,3.508111797,3.612831552,5.7,0.3312,Winter
2017-12-02 10:00:00,42.0,66,31.6,3.01,4.66,3.508111797,3.543018382,6.4,0.3078,Winter
2017-12-02 11:00:00,44.6,61,32.1,3.42,5.13,3.508111797,3.508111797,7.5,0.2845,Winter
2017-12-02 12:00:00,47.4,56,32.4,3.72,5.39,3.682644722,3.682644722,8.3,0.2722,Winter
2017-12-02 13:00:00,48.2,53,32.1,3.7,5.34,3.804817769,3.804817769,8.3,0.2709,Winter
2017-12-02 14:00:00,48.3,52,31.5,3.26,4.88,4.01425728,3.961897402,8.0,0.2696,Winter
2017-12-02 15:00:00,46.5,57,32.2,2.13,4.53,3.996803987,3.961897402,6.9,0.2683,Winter
2017-12-02 16:00:00,42.8,65,31.8,2.97,5.54,3.717551307,3.822271062,4.3,0.267,Winter
2017-12-02 17:00:00,41.6,69,32.1,2.61,6.34,3.700098014,3.804817769,4.6,0.2657,Winter
2017-12-02 18:00:00,41.3,65,30.4,2.59,6.1,3.630284844,3.752457892,4.6,0.2653,Winter
2017-12-02 19:00:00,40.1,69,30.6,2.56,6.22,3.508111797,3.630284844,4.5,0.2659,Winter
2017-12-02 20:00:00,39.0,75,31.6,2.85,6.48,3.455751919,3.612831552,4.9,0.2666,Winter
2017-12-02 21:00:00,38.2,77,31.7,3.13,7.08,3.612831552,3.769911184,5.5,0.2672,Winter
2017-12-02 22:00:00,38.1,76,31.1,3.18,7.23,3.909537524,3.996803987,5.7,0.2678,Winter
2017-12-02 23:00:00,38.0,74,30.5,3.31,7.45,4.276056667,4.328416545,6.0,0.2684,Winter
2017-12-03 00:00:00,36.6,79,30.6,3.4,7.65,4.468042885,4.520402763,6.2,0.2691,Winter
2017-12-03 01:00:00,35.7,84,31.2,3.32,7.21,4.590215933,4.660029103,6.3,0.2697,Winter
2017-12-03 02:00:00,34.5,90,31.8,3.11,6.8,4.607669225,4.694935688,5.9,0.2703,Winter
2017-12-03 03:00:00,33.5,93,31.7,3.1,6.84,4.71238898,4.817108736,5.7,0.2709,Winter
2017-12-03 04:00:00,32.7,94,31.2,2.83,6.43,4.852015321,4.974188368,5.6,0.2716,Winter
2017-12-03 05:00:00,32.0,95,30.8,2.53,5.83,4.869468613,5.096361416,5.0,0.2634,Winter
2017-12-03 06:00:00,31.3,96,30.4,2.91,6.14,4.78220215,5.044001538,4.8,0.2466,Winter
2017-12-03 07:00:00,30.3,97,29.5,2.9,6.43,4.747295565,4.974188368,5.2,0.2297,Winter
2017-12-03 08:00:00,32.8,94,31.3,2.7,5.29,4.747295565,4.974188368,5.2,0.2128,Winter
2017-12-03 09:00:00,36.8,87,33.2,1.9,3.32,4.660029103,4.834562028,4.9,0.1959,Winter
2017-12-03 10:00:00,40.6,79,34.6,1.91,2.8,4.607669225,4.677482395,5.0,0.1791,Winter
2017-12-03 11:00:00,43.7,71,34.9,1.73,2.42,4.537856055,4.590215933,5.0,0.1622,Winter
2017-12-03 12:00:00,45.6,65,34.3,1.93,2.75,4.345869837,4.380776423,5.3,0.1453,Winter
2017-12-03 13:00:00,46.6,60,33.3,1.64,2.14,4.049163865,4.066617157,5.2,0.1284,Winter
2017-12-03 14:00:00,46.6,60,33.3,2.2,3.12,4.031710572,4.01425728,5.0,0.1116,Winter
2017-12-03 15:00:00,44.6,68,34.5,1.58,3.33,4.101523742,4.136430327,5.0,0.0947,Winter
2017-12-03 16:00:00,40.9,73,33.0,2.02,3.86,4.36332313,4.415683008,3.5,0.0778,Winter
2017-12-03 17:00:00,35.7,85,31.6,2.21,3.32,4.398229715,4.4331363,2.9,0.0609,Winter
2017-12-03 18:00:00,40.6,68,31.0,1.08,1.03,0.383972435,5.218534463,3.0,0.0932,Winter
2017-12-03 19:00:00,34.7,83,30.0,1.4,0.86,1.640609497,2.199114858,1.7,0.1747,Winter
2017-12-03 20:00:00,34.3,84,29.9,1.49,2.61,2.408554368,2.583087293,2.4,0.2561,Winter
2017-12-03 21:00:00,34.8,84,30.4,3.08,4.39,2.513274123,2.722713633,3.9,0.3376,Winter
2017-12-03 22:00:00,35.1,87,31.5,2.77,6.46,2.687807048,2.757620218,4.6,0.419,Winter
2017-12-03 23:00:00,35.7,83,31.2,2.77,6.53,2.687807048,2.879793266,4.5,0.5005,Winter
2017-12-04 00:00:00,35.7,86,32.1,2.89,6.81,2.897246558,3.089232776,4.9,0.5819,Winter
2017-12-04 01:00:00,36.6,86,33.0,3.14,7.3,2.984513021,3.106686069,5.7,0.6634,Winter
2017-12-04 02:00:00,37.7,84,33.4,3.21,7.3,3.054326191,3.141592654,5.8,0.7448,Winter
2017-12-04 03:00:00,38.1,84,33.6,3.3,7.34,2.897246558,3.036872898,5.9,0.8263,Winter
2017-12-04 04:00:00,38.0,84,33.6,3.76,8.07,2.705260341,2.844886681,6.8,0.9077,Winter
2017-12-04 05:00:00,37.9,85,33.9,4.17,8.78,2.617993878,2.740166926,7.7,0.9351,Winter
2017-12-04 06:00:00,39.4,83,34.6,4.61,9.27,2.722713633,2.792526803,8.5,0.9084,Winter
2017-12-04 07:00:00,40.3,79,34.5,4.96,9.75,2.809980096,2.879793266,9.5,0.8817,Winter
2017-12-04 08:00:00,42.4,73,34.5,5.79,10.65,2.827433388,2.879793266,11.4,0.855,Winter
2017-12-04 09:00:00,45.4,68,35.5,5.19,12.32,2.809980096,2.914699851,12.2,0.8283,Winter
2017-12-04 10:00:00,46.5,65,35.3,5.98,12.25,2.827433388,2.897246558,13.3,0.8016,Winter
2017-12-04 11:00:00,47.7,63,35.7,6.14,12.08,2.809980096,2.897246558,11.8,0.7749,Winter
2017-12-04 12:00:00,48.4,57,33.9,6.82,12.46,2.949606436,2.984513021,14.3,0.7785,Winter
2017-12-04 13:00:00,48.2,56,33.0,7.42,12.82,3.054326191,3.071779484,15.1,0.8124,Winter
2017-12-04 14:00:00,48.9,55,33.6,7.82,13.32,3.071779484,3.089232776,15.8,0.8463,Winter
2017-12-04 15:00:00,47.5,66,36.8,7.32,13.01,3.071779484,3.089232776,15.8,0.8802,Winter
2017-12-04 16:00:00,48.9,61,36.0,7.3,13.0,3.141592654,3.159045946,14.6,0.9141,Winter
2017-12-04 17:00:00,50.0,58,35.9,7.91,13.92,3.176499239,3.193952531,15.8,0.948,Winter
2017-12-04 18:00:00,50.6,61,37.6,7.94,13.89,3.246312409,3.263765701,16.3,0.9649,Winter
2017-12-04 19:00:00,50.5,67,39.9,7.6,13.51,3.298672286,3.316125579,17.1,0.9647,Winter
2017-12-04 20:00:00,51.9,65,40.6,7.64,13.46,3.385938749,3.403392041,15.3,0.9644,Winter
2017-12-04 21:00:00,53.1,67,42.5,8.03,13.92,3.385938749,3.385938749,16.1,0.9642,Winter
2017-12-04 22:00:00,53.6,69,43.5,8.34,14.29,3.385938749,3.403392041,16.8,0.964,Winter
2017-12-04 23:00:00,54.6,69,44.5,8.32,14.09,3.368485456,3.403392041,16.9,0.9638,Winter
2017-12-05 00:00:00,55.2,68,44.7,8.25,14.0,3.385938749,3.403392041,17.1,0.9635,Winter
2017-12-05 01:00:00,54.1,75,46.4,7.81,13.63,3.368485456,3.385938749,21.9,0.9633,Winter
2017-12-05 02:00:00,54.3,78,47.6,7.98,13.83,3.403392041,3.420845334,21.1,0.9631,Winter
2017-12-05 03:00:00,53.9,84,49.3,8.44,14.74,3.473205211,3.473205211,21.7,0.9628,Winter
2017-12-05 04:00:00,54.7,84,50.0,9.19,15.64,3.525565089,3.543018382,22.5,0.9626,Winter
2017-12-05 05:00:00,54.6,86,50.5,8.6,14.36,4.08407045,4.066617157,18.6,0.9621,Winter
2017-12-05 06:00:00,48.3,72,39.8,9.86,16.33,4.188790205,4.171336912,19.4,0.9612,Winter
2017-12-05 07:00:00,43.8,75,36.2,8.68,14.56,4.136430327,4.15388362,19.9,0.9604,Winter
2017-12-05 08:00:00,42.0,65,31.2,9.12,14.54,4.258603375,4.258603375,19.0,0.9595,Winter
2017-12-05 09:00:00,42.0,60,29.3,8.68,13.6,4.241150082,4.241150082,18.4,0.9587,Winter
2017-12-05 10:00:00,42.8,58,28.8,9.28,14.25,4.188790205,4.188790205,19.6,0.9578,Winter
2017-12-05 11:00:00,42.9,58,29.0,8.35,12.68,4.118977035,4.118977035,18.9,0.957,Winter
2017-12-05 12:00:00,42.4,56,27.8,8.16,12.43,4.171336912,4.15388362,17.3,0.9581,Winter
2017-12-05 13:00:00,40.9,53,25.1,8.68,13.33,4.29350996,4.276056667,17.6,0.9612,Winter
2017-12-05 14:00:00,37.7,54,22.5,9.14,14.17,4.36332313,4.36332313,18.4,0.9642,Winter
2017-12-05 15:00:00,33.9,55,19.5,9.11,14.23,4.380776423,4.398229715,18.7,0.9673,Winter
2017-12-05 16:00:00,32.4,53,17.1,8.92,14.29,4.36332313,4.380776423,18.4,0.9704,Winter
2017-12-05 17:00:00,31.4,47,13.5,8.96,14.46,4.4331363,4.4331363,19.1,0.9735,Winter
2017-12-05 18:00:00,30.8,46,12.5,8.73,14.12,4.29350996,4.310963252,18.3,0.9744,Winter
2017-12-05 19:00:00,29.2,48,11.7,8.17,13.61,4.328416545,4.345869837,17.7,0.9732,Winter
2017-12-05 20:00:00,28.5,47,10.9,8.1,13.47,4.36332313,4.36332313,17.2,0.972,Winter
2017-12-05 21:00:00,27.8,50,11.4,7.29,12.41,4.276056667,4.310963252,16.4,0.9708,Winter
2017-12-05 22:00:00,27.6,50,11.4,7.38,12.53,4.241150082,4.276056667,15.1,0.9696,Winter
2017-12-05 23:00:00,27.2,50,11.1,7.59,12.78,4.398229715,4.415683008,15.5,0.9684,Winter
2017-12-06 00:00:00,26.6,53,11.5,6.58,11.23,4.36332313,4.398229715,15.4,0.9672,Winter
2017-12-06 01:00:00,25.8,56,12.3,6.59,11.2,4.328416545,4.36332313,13.5,0.9661,Winter
2017-12-06 02:00:00,25.5,57,12.3,5.65,9.92,4.310963252,4.328416545,13.2,0.9649,Winter
2017-12-06 03:00:00,25.2,58,12.6,5.06,9.07,4.049163865,4.118977035,11.4,0.9637,Winter
2017-12-06 04:00:00,26.6,56,12.8,5.8,10.01,3.94444411,4.01425728,11.5,0.9625,Winter
2017-12-06 05:00:00,27.2,57,14.1,6.33,10.84,4.171336912,4.188790205,13.0,0.9491,Winter
2017-12-06 06:00:00,27.4,60,15.4,6.42,10.76,4.066617157,4.101523742,13.2,0.9235,Winter
2017-12-06 07:00:00,26.6,59,14.3,6.16,10.59,4.08407045,4.118977035,12.9,0.8979,Winter
2017-12-06 08:00:00,27.4,57,14.1,5.46,9.3,4.101523742,4.15388362,12.7,0.8723,Winter
2017-12-06 09:00:00,29.2,50,12.9,8.45,12.92,4.345869837,4.328416545,15.9,0.8468,Winter
2017-12-06 10:00:00,30.9,49,13.9,8.51,13.12,4.398229715,4.398229715,18.4,0.8212,Winter
2017-12-06 11:00:00,31.6,50,15.0,8.15,12.52,4.468042885,4.450589593,17.5,0.7956,Winter
2017-12-06 12:00:00,31.9,50,15.4,8.13,12.56,4.468042885,4.468042885,16.7,0.7994,Winter
2017-12-06 13:00:00,31.8,54,17.1,7.71,12.01,4.485496178,4.485496178,16.7,0.8326,Winter
2017-12-06 14:00:00,31.3,56,17.5,7.62,12.03,4.468042885,4.485496178,16.4,0.8658,Winter
2017-12-06 15:00:00,30.4,57,17.2,7.33,11.61,4.520402763,4.520402763,16.4,0.8989,Winter
2017-12-06 16:00:00,29.4,60,17.3,6.4,10.42,4.537856055,4.555309348,14.4,0.9321,Winter
2017-12-06 17:00:00,28.2,62,16.8,6.36,10.37,4.57276264,4.590215933,13.5,0.9653,Winter
2017-12-06 18:00:00,29.4,63,18.5,6.07,9.87,4.555309348,4.590215933,12.3,0.9496,Winter
2017-12-06 19:00:00,28.6,65,18.4,5.56,9.27,4.57276264,4.590215933,11.9,0.885,Winter
2017-12-06 20:00:00,28.3,67,18.7,5.02,8.81,4.607669225,4.660029103,10.8,0.8204,Winter
2017-12-06 21:00:00,27.3,71,19.0,5.12,8.8,4.607669225,4.694935688,10.7,0.7559,Winter
2017-12-06 22:00:00,26.2,72,18.5,4.53,8.11,4.607669225,4.677482395,10.5,0.6913,Winter
2017-12-06 23:00:00,26.0,73,18.6,3.82,6.9,4.607669225,4.694935688,9.0,0.6267,Winter
2017-12-07 00:00:00,25.7,75,18.9,3.3,5.83,4.71238898,4.817108736,7.6,0.5621,Winter
2017-12-07 01:00:00,25.2,73,17.9,3.1,5.54,4.747295565,4.834562028,6.5,0.4976,Winter
2017-12-07 02:00:00,24.2,72,16.6,3.1,5.83,4.450589593,4.607669225,6.0,0.433,Winter
2017-12-07 03:00:00,23.2,76,16.8,3.31,6.26,4.276056667,4.415683008,6.3,0.3684,Winter
2017-12-07 04:00:00,23.5,74,16.3,3.64,6.4,4.4331363,4.537856055,7.0,0.3038,Winter
2017-12-07 05:00:00,23.5,72,15.9,3.71,6.56,4.468042885,4.57276264,7.3,0.3122,Winter
2017-12-07 06:00:00,22.2,73,14.9,3.94,6.9,4.29350996,4.415683008,7.4,0.3936,Winter
2017-12-07 07:00:00,22.1,73,14.6,4.08,7.16,4.415683008,4.50294947,8.1,0.4749,Winter
2017-12-07 08:00:00,23.1,69,14.4,4.33,7.03,4.380776423,4.450589593,8.5,0.5562,Winter
2017-12-07 09:00:00,25.1,61,13.7,5.54,8.25,4.590215933,4.607669225,11.6,0.6376,Winter
2017-12-07 10:00:00,26.8,59,14.2,5.81,8.52,4.64257581,4.64257581,12.2,0.7189,Winter
2017-12-07 11:00:00,27.9,58,14.9,5.9,8.71,4.677482395,4.677482395,12.5,0.8003,Winter
2017-12-07 12:00:00,28.7,55,14.8,5.9,8.8,4.71238898,4.729842273,12.5,0.8246,Winter
2017-12-07 13:00:00,29.4,51,13.7,6.0,9.2,4.677482395,4.71238898,12.6,0.7918,Winter
2017-12-07 14:00:00,28.3,61,16.6,5.91,9.22,4.78220215,4.78220215,12.9,0.759,Winter
2017-12-07 15:00:00,28.0,56,14.3,4.92,8.11,4.625122518,4.660029103,12.2,0.7263,Winter
2017-12-07 16:00:00,26.9,57,13.8,4.24,7.52,4.57276264,4.625122518,9.6,0.6935,Winter
2017-12-07 17:00:00,25.7,62,14.4,4.03,7.4,4.468042885,4.555309348,8.4,0.6608,Winter
2017-12-07 18:00:00,25.7,65,15.4,4.66,8.04,4.310963252,4.415683008,7.9,0.6474,Winter
2017-12-07 19:00:00,25.4,67,16.1,5.5,9.24,4.380776423,4.4331363,11.0,0.6535,Winter
2017-12-07 20:00:00,24.6,62,13.4,5.7,9.46,4.450589593,4.485496178,11.2,0.6596,Winter
2017-12-07 21:00:00,24.0,52,9.0,6.14,9.99,4.380776423,4.398229715,12.2,0.6657,Winter
2017-12-07 22:00:00,23.3,58,10.6,4.79,8.84,4.258603375,4.328416545,12.3,0.6717,Winter
2017-12-07 23:00:00,23.4,63,12.5,4.89,8.5,4.171336912,4.22369679,9.2,0.6778,Winter
2017-12-08 00:00:00,22.7,66,13.1,4.99,8.87,4.136430327,4.188790205,10.0,0.6839,Winter
2017-12-08 01:00:00,23.3,65,13.4,5.42,9.21,4.310963252,4.345869837,10.7,0.69,Winter
2017-12-08 02:00:00,22.7,67,13.3,5.24,9.15,4.29350996,4.328416545,10.8,0.6961,Winter
2017-12-08 03:00:00,22.4,69,13.9,4.92,8.95,4.206243497,4.276056667,10.3,0.7021,Winter
2017-12-08 04:00:00,22.3,72,14.8,4.8,8.7,4.08407045,4.188790205,9.7,0.7082,Winter
2017-12-08 05:00:00,22.3,74,15.2,4.95,8.96,3.961897402,4.031710572,9.7,0.71,Winter
2017-12-08 06:00:00,22.5,73,15.1,5.37,9.57,3.926990817,3.996803987,10.6,0.7075,Winter
2017-12-08 07:00:00,22.5,72,15.0,5.86,10.29,3.787364477,3.839724354,11.5,0.705,Winter
